Attractor #,Attractor Type,Associated Cell Fate,Basin Size,apcarm,arm,armdecad,cdc,dad,der,dlg,dome,fz,hid,jak,mad,mir,nicd,notch,pros,punt,ral,robo,rolled,snail,socse,state,sty,suh,tcflef,egfs,wg,upds,dpp,delta,slit,
9,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0337,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,
9,Cyclic,EE Fate + Upd Production + Normal Proliferation + Extrusion,0.0337,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,

10,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0194,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,
10,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0194,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,
10,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0194,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,
10,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0194,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,
10,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0194,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,
10,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0194,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,

11,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0177,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,
11,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0177,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,
11,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0177,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,
11,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0177,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,
11,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0177,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,
11,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0177,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,

12,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0135,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,
12,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0135,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,
12,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0135,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,
12,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0135,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,
12,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0135,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,
12,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0135,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,

13,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0126,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,
13,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0126,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,
13,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0126,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,
13,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0126,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,
13,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0126,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,
13,Cyclic,EE Fate + Upd Production + Normal Proliferation + Loss of Polarity + Extrusion,0.0126,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,

14,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0125,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0125,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0125,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0125,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0125,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0125,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0125,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0125,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0125,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0125,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0125,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,
14,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0125,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,

15,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0114,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,
15,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0114,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,
15,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0114,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
15,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0114,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
15,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0114,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
15,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0114,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
15,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0114,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,
15,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0114,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,
15,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0114,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,
15,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0114,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,
15,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0114,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,
15,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0114,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,

16,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0079,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0079,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0079,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0079,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0079,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0079,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0079,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0079,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0079,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0079,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0079,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,
16,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation,0.0079,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,

17,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0071,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
17,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0071,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,
17,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0071,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,
17,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0071,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
17,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0071,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,
17,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0071,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,
17,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0071,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,
17,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0071,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,
17,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0071,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
17,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0071,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,
17,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0071,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
17,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0071,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,

18,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.007,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
18,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.007,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,
18,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.007,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,
18,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.007,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
18,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.007,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,
18,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.007,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,
18,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.007,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,
18,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.007,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,
18,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.007,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
18,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.007,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,
18,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.007,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,
18,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.007,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,

19,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0067,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
19,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0067,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,
19,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0067,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,
19,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0067,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,
19,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0067,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,
19,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0067,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,
19,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0067,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,
19,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0067,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,
19,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0067,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,
19,Cyclic,EE Fate + Upd Production + Multilayering  + Normal Proliferation + Extrusion,0.0067,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,
